Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Dillan De Saudy,1969.0,137.5,6.4,10.0,Unknown,punjabi
Andha Atit,1972.0,105.0,6.3,10.0,Drama,bengali
Story of a Beginning,2020.0,12.0,8.8,6.0,"Animation, Short",malayalam
Semma Botha Aagatha,2018.0,132.0,5.0,239.0,"Action, Thriller",tamil
Pulival Kazhchakal,2015.0,20.0,,,"Short, Comedy, Thriller",malayalam
OK Jaanu,2017.0,135.0,5.2,3819.0,"Drama, Romance",hindi
Anthe,2020.0,133.0,6.2,31.0,Romance,telugu
Chirantan,1979.0,100.0,6.9,24.0,Drama,bengali
Bhagyavantha,1981.0,137.5,8.8,44.0,Unknown,kannada
Lanka Dahanam,1936.0,159.5,7.5,15.5,"Musical, Drama",telugu
The Tape,2017.0,90.0,7.2,20.0,Horror,hindi
Hello Zindagi,2010.0,125.0,6.0,13.0,"Drama, Family",hindi
Tokyo Nagarathile Viseshangal,1999.0,130.0,3.8,31.0,Comedy,malayalam
Yeh Hain Muqaddar Ka Sikander,1998.0,137.0,5.5,21.0,Action,hindi
Ballavpur Ki Roopkatha,2017.0,120.0,7.5,17.0,Comedy,hindi
Yugant,1995.0,135.0,6.7,63.0,Drama,bengali
Mrugashira,2014.0,137.0,3.1,16.0,Action,kannada
Gulumaal: The Escape,2009.0,141.0,5.2,210.0,"Comedy, Drama, Thriller",malayalam
Manamaara Vazhthungal,1976.0,137.5,6.4,10.0,Unknown,tamil
Pyarge Aagbittaite,2013.0,126.0,6.9,24.0,Drama,kannada
Sabuj Pahar,1953.0,137.5,6.4,10.0,Unknown,bengali
Dae! Ingottu nokkiye...,2008.0,182.0,2.5,44.0,Comedy,malayalam
Patwari,1983.0,124.0,6.9,24.0,Drama,punjabi
Kabirdas,2003.0,126.0,6.9,24.0,Drama,telugu
Janda Pai Kapiraju,2015.0,129.0,6.1,230.0,"Action, Thriller",telugu
Binimoy,1970.0,136.0,6.7,61.5,"Drama, Romance",bengali
Ethirum Puthirum,2001.0,137.0,5.3,19.0,Action,tamil
Khancha,2013.0,145.0,6.0,20.0,News,bengali
Kallipennu,1966.0,137.5,6.4,10.0,Unknown,malayalam
Jatt Airways,2013.0,135.0,4.4,173.0,"Comedy, Romance",punjabi
Nuggekai,2017.0,130.0,6.9,24.0,Drama,kannada
Hirva Shalu,2005.0,126.0,6.9,24.0,Drama,marathi
Puli Varudhu,2007.0,126.0,6.9,24.0,Drama,tamil
Main Suhagan Hoon,1964.0,132.0,5.2,5.0,"Drama, Family",hindi
Mayaboti,2019.0,140.0,7.2,20.0,Family,bengali
Megalopolis,2018.0,79.0,6.6,16.0,Mystery,hindi
Ma aa ssalaama,2010.0,5.0,8.0,17.0,"Short, Music",malayalam
Kari Chirathe,2010.0,138.0,5.6,84.0,"Action, Romance",kannada
Ravichandra,1980.0,164.0,8.3,23.0,Drama,kannada
Sadi Gali Aaya Karo,2015.0,135.0,6.1,42.0,Comedy,punjabi
My Friend Ganesha 4,2020.0,130.0,6.1,42.0,Comedy,hindi
Dacait Queen,1999.0,137.0,5.5,21.0,Action,hindi
Mehram,2017.0,33.0,8.4,25.0,Short,oriya
Home Office,2016.0,18.0,8.0,18.0,"Short, Comedy, Drama",urdu
Inga Enna Solluthu,2014.0,122.0,2.3,114.0,Comedy,tamil
Fandi,2018.0,101.0,4.5,10.0,Drama,marathi
Father: Tale of Love,2016.0,126.0,6.9,24.0,Drama,hindi
Dilliwala Rajakumaran,1996.0,132.0,5.9,114.0,"Comedy, Drama",malayalam
Nanad Bhavjay,1981.0,124.0,6.5,18.0,Family,marathi
Theekuchiyum Panithulliyum,2018.0,118.0,4.1,10.0,"Crime, Mystery, Thriller",malayalam
Dikra Rakhje Vardini Laj,2017.0,158.0,6.9,24.0,Drama,gujarati
Maanitha,2015.0,99.0,6.9,24.0,Drama,kannada
Kadapa Redamma,1990.0,130.0,8.4,89.0,Action,telugu
Paambum Koneem: Snake and Ladder,2017.0,15.0,8.0,20.0,"Short, Thriller",malayalam
Cheluvina Chilipili,2009.0,126.0,6.9,24.0,Drama,kannada
Gali Patalu,1974.0,137.5,6.4,10.0,Unknown,telugu
Rama Rama Re,2016.0,112.0,8.2,623.0,"Drama, Thriller",kannada
Khichdi: The Movie,2010.0,120.0,7.2,2173.0,"Comedy, Family",hindi
Ae Kaash Ke Hum,2021.0,133.0,6.2,31.0,Romance,hindi
Ek Do Teen,1953.0,140.0,6.1,42.0,Comedy,hindi
Adisaya Thirudan,1959.0,137.5,5.0,5.0,Unknown,tamil
Titli,2002.0,146.0,7.6,404.0,Drama,bengali
Amirtham,2006.0,125.0,6.9,24.0,Drama,tamil
Jeevana Chakra,1985.0,157.0,7.6,22.0,Drama,kannada
Salaam Bombay!,1988.0,113.0,8.0,8736.0,"Crime, Drama",hindi
Aali Laher Kela Kahar,1984.0,137.5,6.4,10.0,Unknown,marathi
Pranam,2003.0,137.5,5.8,30.0,Unknown,telugu
Andhhagadu,2017.0,132.0,5.7,140.0,Comedy,telugu
Akhand Saubhagyavati,1963.0,151.0,6.9,24.0,Drama,gujarati
Porkkalam,2010.0,137.0,8.2,14.0,Action,tamil
Channo Kamli Yaar Di,2016.0,144.0,5.7,177.0,Drama,punjabi
Vellaripravinte Changathi,2011.0,140.0,6.1,176.0,Drama,malayalam
Inspector Jayasimha,2003.0,116.0,6.9,24.0,Drama,kannada
Miss California,2006.0,126.0,6.9,24.0,Drama,kannada
Neem Phul,2020.0,94.0,5.8,47.0,"Drama, Mystery",bengali
Namma Samsara,1971.0,160.0,8.1,15.0,Unknown,kannada
Manila Ki Bijlian,1987.0,126.0,6.9,24.0,Drama,urdu
Tanu Weds Manu,2011.0,113.0,6.8,13622.0,"Comedy, Drama, Romance",hindi
Alibaba Okkade Donga,2014.0,126.0,6.9,24.0,Drama,telugu
HITLER,1988.0,144.0,6.0,77.0,"Action, Drama",bengali
Krishnagudiyil Oru Pranayakalathu,1997.0,155.0,6.8,263.0,"Comedy, Drama",malayalam
Pandhayam,2008.0,155.0,5.6,25.0,"Action, Thriller",tamil
Humko Tumse Pyaar Hai,2006.0,128.0,4.8,548.0,"Drama, Romance",hindi
Fauladi Takkar,1985.0,137.0,5.5,21.0,Action,hindi
Main Manto,2013.0,128.0,8.0,65.0,"Biography, Drama",urdu
The Price of a Fish,2016.0,30.0,7.8,10.0,"Short, Drama",nepali
Besh Korechi Prem Korechi,2015.0,144.0,4.8,231.0,"Action, Romance",bengali
Shinyor,2014.0,114.0,5.95,17.5,Crime,assamese
Srabon Megher Din,2000.0,150.0,8.5,2239.0,"Drama, Romance",bengali
Julie Ki Jawani,2003.0,120.0,6.0,32.0,Thriller,hindi
Geet Aur Aansoo,1968.0,133.0,6.2,31.0,Romance,hindi
Ghunda Raj,1994.0,150.0,5.5,21.0,Action,punjabi
Voyage of Discovery,2000.0,45.0,6.75,10.0,Reality-TV,urdu
Panchavarna Kili,1965.0,137.5,6.4,10.0,Unknown,tamil
Ram Singh Charlie,2020.0,104.0,7.9,1183.0,Drama,hindi
Kaise Kaise Rishte,1993.0,133.0,6.0,5.0,Romance,hindi
Wah Rahe Zamane,1958.0,126.0,6.9,24.0,Drama,urdu
You Are Right Mr Positive +,2016.0,142.0,6.9,24.0,Drama,hindi
Royal Utsav,2009.0,137.0,5.5,21.0,Action,hindi
Dabang Sarkar,2018.0,137.0,7.5,6.0,Action,bhojpuri
Anando Brahma,2017.0,123.0,6.7,488.0,"Comedy, Horror",telugu
Chandi Pooja,1957.0,128.0,6.6,64.0,"Drama, Fantasy",hindi
Pitaah,2002.0,126.0,6.4,690.0,"Action, Drama",hindi
Sukhi Jeevan,1942.0,132.0,6.6,25.0,"Drama, Family",hindi
Sab Kuch Hai Kuch Bhi Nahin,2005.0,126.0,5.4,8.0,Drama,hindi
Dev Bhoomi,2016.0,92.0,7.4,266.0,Drama,hindi
Prajala Manishi,1989.0,137.5,6.4,10.0,Unknown,telugu
Sunny,2021.0,130.0,6.6,10.0,Musical,malayalam
Talwar Ka Dhani,1938.0,137.5,6.4,10.0,Unknown,hindi
Pavitra,1986.0,134.0,6.9,24.0,Drama,telugu
Bodhon,2015.0,120.0,7.6,30.0,Drama,bengali
Thaaravu,1981.0,137.5,6.4,10.0,Unknown,malayalam
Maahercha Aaher,1993.0,124.0,6.5,18.0,Family,marathi
Ambarsariya,2016.0,140.0,7.1,771.0,"Action, Comedy, Family",punjabi
The Innocence,2019.0,126.0,7.8,15.0,Drama,bengali
Ek Se Bhale Do,1985.0,148.0,5.9,22.0,"Action, Comedy, Drama",hindi
Maula Jatt,1990.0,156.0,6.8,12.0,"Action, Drama, Musical",punjabi
Dil Aashna Hai (...The Heart Knows),1992.0,164.0,5.0,1517.0,"Drama, Romance",hindi
Idi Prema Katha Kadu,2018.0,114.0,5.95,17.5,Crime,telugu
Sandakari,2020.0,126.0,6.9,24.0,Drama,tamil
Naukar Ki Kameez,1999.0,104.0,6.8,29.0,Drama,hindi
Life in a Metro,2007.0,132.0,7.4,11210.0,"Comedy, Drama, Romance",hindi
Do Dushman,1967.0,130.0,6.9,166.0,"Action, Adventure, Drama",hindi
Oh My Kadavule,2020.0,151.0,8.1,2862.0,"Comedy, Fantasy, Romance",tamil
Manasatranjante Adiary,1995.0,137.5,6.4,10.0,Unknown,malayalam
The Dancing God - Shiva,2011.0,95.0,5.75,19.5,Animation,hindi
Thuramugham,1979.0,129.0,6.4,10.0,Unknown,malayalam
The Father,1979.0,132.0,7.5,10.0,"Drama, Family",bengali
Gaantham,2012.0,126.0,6.9,24.0,Drama,tamil
Tarini Tarama,1996.0,115.0,6.9,24.0,Drama,bengali
Tharisu Nilam,2017.0,137.5,6.4,10.0,Unknown,tamil
Runanubandham,1960.0,117.0,6.9,24.0,Drama,telugu
Dil Dosti Etc,2007.0,112.0,7.0,2772.0,"Comedy, Crime, Drama",hindi
An Extraordinary Journey,2018.0,37.0,10.0,5.0,"Documentary, Short",nepali
Soorapuli,1983.0,124.0,6.5,18.0,Family,tamil
Te Don Diwas,2015.0,116.0,6.9,24.0,Drama,marathi
Online Binline,2015.0,120.0,6.4,43.0,"Comedy, Romance",marathi
Antaraley,1985.0,126.0,6.9,24.0,Drama,bengali
Haripada Bandwala,2016.0,240.0,4.4,168.0,"Comedy, Romance",bengali
Vinayaka Chaviti,1957.0,155.0,7.4,7.0,"Drama, Musical",telugu
Nai Raat Nai Baat,1990.0,112.0,5.0,22.0,Horror,hindi
The Kung Fu Master,2020.0,126.0,6.2,164.0,Action,malayalam
Raazi,2018.0,138.0,7.8,25905.0,"Action, Drama, Thriller",hindi
Hunja,2010.0,126.0,6.9,24.0,Drama,kannada
Ilai,2017.0,126.0,6.9,24.0,Drama,tamil
Navarathnam,1977.0,150.0,6.7,14.0,Drama,tamil
Pongi Varum Kaveri,1989.0,137.5,6.4,10.0,Unknown,tamil
Oomana Kunju,1975.0,137.5,6.4,10.0,Unknown,malayalam
Chura Liya Hai Tumne Jo Dil Ko,2000.0,133.0,6.2,31.0,Romance,kannada
Maampazhakkaalam,2004.0,131.0,4.3,217.0,"Comedy, Drama",malayalam
Akkarai Pachai,1974.0,137.5,6.4,10.0,Unknown,tamil
Ek Paheli Leela,2015.0,145.0,3.7,1684.0,"Mystery, Romance, Thriller",hindi
Shikast,1953.0,110.0,7.0,41.0,Drama,hindi
Pashu Sangram,1982.0,126.0,6.9,24.0,Drama,hindi
Iku the Jungle Man,2008.0,122.0,6.1,42.0,Comedy,nepali
Patthar Ke Khwab,1969.0,,,,"Drama, Family, Adventure",hindi
Private Detective,1962.0,120.0,6.0,32.0,Thriller,hindi
Take It Easy,2011.0,101.0,6.5,10.0,Comedy,kannada
Maja To Ab Aayega,2003.0,120.0,6.0,32.0,Thriller,hindi
Chain Jayapal,2018.0,137.5,6.4,10.0,Unknown,tamil
Sangee,2003.0,156.0,7.1,290.0,"Drama, Musical, Romance",bengali
Aasmaan Mahal,1965.0,172.0,5.5,6.0,Drama,hindi
Maharadhi,2007.0,149.0,2.2,206.0,Action,telugu
Kathari Veera,1966.0,149.0,8.5,10.0,Unknown,kannada
Kasam Vardee Ki,2005.0,137.0,5.5,21.0,Action,hindi
Aaj Ka Gunda Raaj,2006.0,137.0,6.3,43.0,Action,hindi
Do Writers ki Maut,2018.0,93.0,6.1,42.0,Comedy,hindi
Wings of Butterfly: Pokhilar Pakhi,2019.0,126.0,6.9,24.0,Drama,assamese
Mayor Meenakshi,1976.0,155.0,6.4,10.0,Unknown,tamil
Warrior,,137.0,5.5,21.0,Action,hindi
Ma o Chhele,1985.0,179.0,6.9,24.0,Drama,bengali
Stars for Baba,2019.0,126.0,6.9,24.0,Drama,bengali
Banjara - The Truck Driver,2018.0,131.0,4.2,135.0,"Drama, Romance",punjabi
Valli Vara Pora,1995.0,127.0,6.9,24.0,Drama,tamil
Javai Bapu Zindabad,2009.0,130.0,6.1,42.0,Comedy,marathi
Manzil Aka Her Lost Destination,2006.0,126.0,5.5,13.0,Drama,urdu
Teen Ghumti,2016.0,128.0,8.2,16.0,"Biography, Drama",nepali
Kilukilukkam,1982.0,137.5,6.4,10.0,Unknown,malayalam
A Journey of Samyak Buddha,2013.0,127.0,7.1,16.0,Drama,hindi
Dard,1947.0,146.0,6.4,14.0,"Drama, Family, Musical",hindi
Humkadam,1980.0,124.0,6.6,25.0,"Musical, Drama, Family",hindi
Mary Kom,2014.0,122.0,6.8,9981.0,"Action, Biography, Drama",hindi
Kaliyugha,2013.0,122.0,6.6,61.0,"Crime, Drama",tamil
Pellikoduku Ammabadunu,1998.0,131.0,6.9,24.0,Drama,telugu
Farar Qaidi,1989.0,137.0,5.5,21.0,Action,hindi
21,2016.0,98.0,7.3,23.0,Horror,telugu
Chain Kulii Ki Main Kulii,2007.0,118.0,5.6,1167.0,"Comedy, Drama, Family",hindi
Memories,2013.0,132.0,8.0,6263.0,"Mystery, Thriller",malayalam
Aanchal,1960.0,132.0,4.9,8.0,"Drama, Family",hindi
Kattumakkan,2016.0,124.0,3.5,29.0,Thriller,malayalam
Jeena to Hai,2008.0,137.0,5.5,21.0,Action,hindi
Manokaamnaa,1980.0,110.0,6.9,14.0,"Drama, Romance",hindi
The Test,,130.0,6.1,42.0,Comedy,hindi
Papakosam,1968.0,160.0,6.4,10.0,Unknown,telugu
Ratnakar,2019.0,116.0,6.8,76.0,"Action, Drama",assamese
Kattaruvi,1983.0,137.5,6.4,10.0,Unknown,malayalam
Yedu Chepala Katha,2019.0,124.0,6.6,49.0,Romance,telugu
Doraemon the Movie: The New Records of Nobita's Spaceblazer,2009.0,103.0,6.6,266.0,"Animation, Adventure, Comedy",hindi
Vairam: Fight for Justice,2009.0,123.0,5.6,68.0,Drama,malayalam
Aval Oru Thamizhachi,1986.0,126.0,6.9,24.0,Drama,tamil
Ek Laila Teen Chaila,2014.0,135.0,6.9,24.0,Drama,bhojpuri
Tuzhi Mazhi Jamli Jodi,1990.0,137.5,6.2,11.0,Unknown,marathi
Dhol Taashe,2015.0,120.0,5.4,5.0,Drama,marathi
Ankh Micholi,1962.0,122.0,5.2,5.0,"Crime, Drama, Mystery",hindi
Thenpandi Seemayile,1988.0,118.0,6.9,24.0,Drama,tamil
Katha Nayagan,1988.0,138.0,6.8,37.0,"Comedy, Drama",tamil
Golden Eyes Secret Agent 077,1968.0,136.0,6.3,12.0,"Action, Crime, Mystery",hindi
Joshe Jawani,1935.0,137.5,6.4,10.0,Unknown,hindi
Paatshala,2015.0,120.0,8.5,24.0,Drama,bengali
Rang Panchami,1961.0,137.5,6.4,10.0,Unknown,marathi
Iti Mrinalini: An Unfinished Letter...,2010.0,131.0,6.8,501.0,Drama,bengali
Mana Samsaram,1968.0,137.5,6.4,10.0,Unknown,telugu
Naa Oopiri,2005.0,133.0,7.2,27.0,Romance,telugu
Savira Mettilu,2006.0,126.0,6.9,24.0,Drama,kannada
Mann Satrangi,2018.0,15.0,8.2,9.5,Short,rajastani
Kashikunji,2016.0,15.0,8.2,9.5,Short,malayalam
Karamdaata,1986.0,126.0,5.8,20.0,Drama,hindi
Pind Di Kuri,1968.0,137.5,6.4,10.0,Unknown,punjabi
Jotheyagi Hithavagi,2010.0,126.0,6.9,24.0,Drama,kannada
Kaam Jwala: The Fire,2004.0,73.0,2.9,8.0,Drama,hindi
Bijayini,1982.0,126.0,6.9,24.0,Drama,bengali
Life of An Outcast,2018.0,81.0,6.8,32.0,Drama,hindi
Kurzal 388,2018.0,137.5,8.2,6.0,Unknown,tamil
Chitramandiradalli,2013.0,126.0,6.9,24.0,Drama,kannada
Davbindu,2005.0,124.0,6.5,18.0,Family,marathi
Tum: A Dangerous Obsession,2004.0,150.0,2.4,180.0,"Drama, Romance, Thriller",hindi
Aansoo Aur Muskan,1970.0,150.0,6.5,24.0,"Comedy, Drama, Family",hindi
Velicham Akale,1975.0,137.5,6.4,10.0,Unknown,malayalam
M.... Matric Pass,2014.0,118.0,3.4,13.0,"Drama, Romance",hindi
Dirty Hari,2020.0,150.0,5.9,167.0,Romance,telugu
Enjoy Youth Party,2016.0,130.0,6.6,10.0,Musical,hindi
Shaitani Ilaaka,1990.0,128.0,4.8,49.0,Horror,hindi
Gruha Pravesam,1982.0,124.0,8.3,53.0,Family,telugu
Rupgawal,2013.0,150.0,6.7,61.5,"Drama, Romance",bengali
Haseena Man Jaye Gi,1980.0,137.5,6.4,10.0,Unknown,urdu
Lovers Club,2017.0,137.0,7.9,13.0,Romance,telugu
Sachin! Tendulkar Alla,2014.0,132.0,7.3,7.0,"Drama, Sport",kannada
Satrangi Re,2012.0,135.0,6.9,39.0,"Music, Musical",marathi
Dadu,1969.0,126.0,6.9,24.0,Drama,bengali
Asli-Naqli,1962.0,145.0,7.5,255.0,"Drama, Musical, Romance",hindi
5 Idiots,2011.0,141.0,6.9,24.0,Drama,kannada
Raja Babu,2006.0,129.0,5.9,9.0,Action,telugu
Dour,1979.0,116.0,6.9,24.0,Drama,bengali
Muthalali,1965.0,137.5,6.4,10.0,Unknown,malayalam
Apna Kaun,1996.0,121.0,6.05,15.0,Mystery,hindi
Jai Bhajarangabali,1997.0,130.0,5.9,15.0,Comedy,telugu
Anbae Odi Vaa,1984.0,137.5,6.4,10.0,Unknown,tamil
Alingon,1969.0,126.0,6.9,24.0,Drama,bengali
Baap Re Baap Dokyala Taap,2008.0,141.0,5.9,12.0,Comedy,marathi
Hamaal De Dhamaal,1989.0,124.0,6.5,15.0,Comedy,marathi
Haath Ki Safai,1974.0,137.0,6.3,103.0,"Action, Drama",hindi
Sagaram Sakshi,1994.0,152.0,6.7,87.0,Drama,malayalam
Maariyamman Thiruvizha,1978.0,130.0,6.6,10.0,Musical,tamil
Aggirava,1981.0,180.0,7.3,38.0,Drama,telugu
Mugguru Muggure,1978.0,126.0,8.1,36.0,Drama,telugu
Yaar Annmulle 2,2017.0,118.0,5.3,46.0,"Comedy, Drama",punjabi
Kaash Keh,2019.0,126.0,6.9,24.0,Drama,urdu
Lalwaadi Phoolwadi,1979.0,137.5,6.4,10.0,Unknown,gujarati
Saumya Ganesh,2020.0,133.0,6.2,31.0,Romance,hindi
Agni Samskaram,1980.0,126.0,6.1,10.0,Drama,telugu
Tottaa Pataaka Item Maal,2019.0,107.0,7.7,1406.0,Drama,hindi
Bawre Nain,1950.0,138.0,7.0,35.0,"Drama, Romance",hindi
Dagabaaz Duniya,1936.0,137.5,6.4,10.0,Unknown,hindi
Deba,2002.0,116.0,7.0,17.0,Drama,bengali
Kalyana Agathigal,1985.0,148.0,6.6,25.0,Unknown,tamil
Jhootha Hi Sahi,2010.0,142.0,6.1,1853.0,"Comedy, Drama, Romance",hindi
Kool,2011.0,130.0,4.7,25.0,"Comedy, Drama, Romance",kannada
Raja Harishchandra,1952.0,146.0,6.0,7.0,History,hindi
Anath Ashram,1937.0,136.0,6.9,24.0,Drama,hindi
Khajoor Pe Atke,2018.0,119.0,5.6,221.0,Comedy,hindi
Kalimannu,2013.0,121.0,5.2,46.0,Drama,malayalam
Shiv Kanya,1954.0,140.0,6.6,15.0,Fantasy,hindi
Khoon Ka Rishta,1981.0,117.0,4.1,7.0,Action,hindi
Paar,1984.0,141.0,7.5,442.0,Drama,hindi
Bicycle Dreams,2014.0,70.0,8.7,7.0,"Adventure, Family",nepali
Tiger Harischandra Prasad,2003.0,180.0,4.5,13.0,Drama,telugu
Ninaikka Therinda Maname,1987.0,126.0,6.9,24.0,Drama,tamil
Karu Diddina Kapuram,1986.0,131.0,6.8,8.0,"Comedy, Drama",telugu
Lokkhyo,2020.0,61.0,6.7,457.0,"Crime, Drama, Thriller",bengali
Junior Senior,2002.0,137.0,3.9,21.0,Drama,tamil
Haathon Ki Lakeeren,1986.0,139.0,7.3,40.0,"Musical, Drama, Family",hindi
Sant Dnyaneshwar,1940.0,139.0,7.9,44.0,Fantasy,hindi
Marne Bhi Do Yaaron,2019.0,130.0,4.9,71.0,Comedy,hindi
Hichya sathi kay Pan,2018.0,130.0,6.1,42.0,Comedy,marathi
Pressure Cooker,2020.0,135.0,6.4,266.0,"Comedy, Drama, Family",telugu
City Hospital,2001.0,137.5,6.4,10.0,Unknown,malayalam
Double Engine,2018.0,134.0,5.8,11.0,Comedy,kannada
Neeku Naaku,2006.0,126.0,6.9,24.0,Drama,telugu
The Making of 'Nestle Nesvita Women of Strength' 09,2009.0,48.0,7.2,11.0,Talk-Show,urdu
11/8/16,2017.0,104.0,5.3,260.0,Documentary,urdu
Chandrakala,2010.0,126.0,6.9,24.0,Drama,marathi
Pasban,1957.0,125.5,6.9,67.0,"Drama, History, Romance",urdu
Tapish,2000.0,144.0,6.2,19.0,Drama,hindi
Brahma Rakshass,1990.0,137.5,6.2,5.0,Unknown,malayalam
Pati Paisa Aur Pyar,1987.0,126.0,6.9,24.0,Drama,hindi
Annaatthe,2021.0,144.0,6.0,77.0,"Action, Drama",tamil
Prajarajyam,1983.0,148.0,6.9,24.0,Drama,telugu
Mukkadarpur Ka Majnu,2017.0,126.0,6.6,10.0,Drama,hindi
Galbat,2016.0,130.0,6.1,42.0,Comedy,marathi
Laxman Gole,2015.0,114.0,5.95,17.5,Crime,hindi
Kanyadana,1954.0,137.5,6.4,10.0,Unknown,tamil
Pyar Ho Gaya,1986.0,133.0,3.8,6.0,Romance,hindi
Thirumangalyam,1974.0,126.0,6.1,15.0,Drama,tamil
Voicee,2020.0,34.0,7.45,15.5,"Short, Thriller",malayalam
Shubha Bibaha,1959.0,100.0,6.8,12.0,Drama,bengali
Gabbar is Back,2015.0,128.0,7.1,22852.0,"Action, Crime, Drama",hindi
Moti Na Chowkre Sapna Man Ditha,1999.0,158.0,6.5,18.0,Family,gujarati
Saajghor,2007.0,126.0,6.9,8.0,Drama,bengali
MAAZA MULGA,1995.0,126.0,6.9,24.0,Drama,marathi
Double Barrel,2015.0,158.0,5.6,977.0,"Action, Comedy, Thriller",malayalam
"Foundation for Hope: Year One of Relief, Recovery and Reconstruction in Nepal",2016.0,29.0,8.4,9.0,"Documentary, Short",nepali
Wasiyatnama,1945.0,137.5,6.4,10.0,Unknown,hindi
Mudichooda Mannan,1978.0,137.5,4.3,7.0,Unknown,tamil
Ilaaka Kishorganj,2018.0,139.0,5.9,18.0,"Action, Thriller",hindi
Yamdas,2014.0,77.0,6.7,15.0,Drama,hindi
Maa Ne Vahlo Dikaro Dikrane Vahali Maa,2016.0,150.0,6.9,24.0,Drama,gujarati
Hridayam Oru Kshethram,1976.0,126.0,6.9,24.0,Drama,malayalam
Varthamana,2018.0,109.0,7.0,7.0,Thriller,kannada
Shri Ramanjaneya Yuddha,1963.0,137.5,8.2,13.0,Unknown,kannada
Selvi,1985.0,137.5,5.0,6.0,Unknown,tamil
Hu Tu Ne Ramtudi,1998.0,137.0,5.5,21.0,Action,gujarati
Poovum Pottum,1968.0,165.0,6.4,10.0,Unknown,tamil
Manasology,2011.0,107.0,6.9,24.0,Drama,kannada
Chom Aur Sa,1982.0,126.0,6.9,24.0,Drama,hindi
Premay Namaha,2017.0,144.0,6.2,31.0,Romance,marathi
Baragala,2017.0,133.0,6.9,24.0,Drama,kannada
Rukma Rajasthani,2016.0,100.0,6.9,24.0,Drama,rajastani
Pursuit,,50.0,6.3,269.0,"Sci-Fi, Thriller",tamil
Akalangalil Abhayam,1980.0,137.5,6.4,10.0,Unknown,malayalam
Koti,2015.0,126.0,8.1,15.0,"Comedy, Drama, Family",marathi
Pyasi Dilruba,1991.0,120.0,6.0,32.0,Thriller,hindi
Deedar-E-Yaar,1982.0,136.0,5.3,44.0,"Drama, Romance",hindi
Ratnamala,1947.0,165.0,7.15,38.5,"Drama, Musical",telugu
Panduvam,2014.0,123.0,6.9,24.0,Drama,tamil
Huttu Habbada Shubhashayagalu,2020.0,133.0,6.2,31.0,Romance,kannada
Shee,1997.0,120.0,6.0,32.0,Thriller,malayalam
Toolsidas Junior,2021.0,132.0,6.7,270.0,"Drama, Sport",hindi
Mayakka Devichya Navan Changbhal,2008.0,126.0,6.9,24.0,Drama,marathi
Taruni,1934.0,126.0,6.9,24.0,Drama,bengali
Thakka Thakka,2015.0,134.0,5.5,80.0,"Action, Drama, Thriller",tamil
Yamadharma Raju,1990.0,137.5,6.4,10.0,Unknown,telugu
Iiam KAndru,1985.0,136.0,6.9,24.0,Drama,tamil
Michael Madana Kama Rajan,1990.0,162.0,8.4,3953.0,Comedy,tamil
7 Naatkal,2017.0,132.0,4.3,43.0,Thriller,tamil
Abhi,2004.0,133.0,6.2,31.0,Romance,telugu
Said-e-Havas,1936.0,150.0,6.4,10.0,Unknown,hindi
Khawahish,1993.0,137.5,6.4,10.0,Unknown,urdu
Saibaan,2019.0,126.0,6.9,24.0,Drama,urdu
Ayyappa Swamy Mahatyam,1991.0,126.0,7.4,12.0,Drama,telugu
Lagli Paij,2009.0,139.0,6.1,42.0,Comedy,marathi
Maya Mriga,1960.0,126.0,7.1,17.0,Drama,bengali
Babla,1953.0,137.5,6.4,10.0,Unknown,hindi
Namma Bhoomi,1989.0,137.5,6.4,10.0,Unknown,kannada
Kaka Mala Vachwa,1967.0,137.5,6.4,10.0,Unknown,marathi
Suswagatham,1997.0,151.0,7.1,528.0,"Drama, Romance",telugu
Pesamal Pesinaal,2013.0,126.0,6.9,24.0,Drama,tamil
Iniyum Kadha Thudarum,1985.0,139.0,6.8,21.0,Drama,malayalam
Erra Buss,2014.0,140.0,6.0,555.0,"Comedy, Drama",telugu
Nandhini,2017.0,107.0,6.8,33.0,"Drama, Fantasy, Horror",malayalam
Anurupa,1977.0,109.0,6.4,10.0,Unknown,kannada
Kisi Ki Yaad,1950.0,137.5,6.4,10.0,Unknown,hindi
Gokula Krishna,2021.0,90.0,5.75,19.5,Animation,hindi
Basht,2019.0,110.0,6.9,24.0,Drama,marathi
Asa Mi Tasa Mi,2010.0,120.0,7.4,7.0,Comedy,marathi
Ambada Njane!,1985.0,130.0,6.1,42.0,Comedy,malayalam
Mere Lal,1948.0,137.5,6.4,10.0,Unknown,hindi
Thigattadha Kadhal,2011.0,126.0,6.9,24.0,Drama,tamil
Rampur Ka Raja,1993.0,137.0,5.4,12.0,Action,hindi
Gomatha Engal Kulamatha,1972.0,137.5,6.4,10.0,Unknown,tamil
Sisindri Chittibabu,1971.0,126.0,6.9,24.0,Drama,telugu
Naa Illu,1953.0,214.0,7.5,15.5,"Musical, Drama",telugu
Hey Jude,2018.0,146.0,6.9,1103.0,"Drama, Romance",malayalam
Kaviya Thalaivan,1992.0,137.5,5.5,15.0,Unknown,tamil
Lajawaab,1981.0,137.5,6.4,10.0,Unknown,urdu
Rupa Rani Ramkali,2001.0,130.0,5.5,21.0,Action,hindi
Sanga Thalaivan,2021.0,123.0,7.1,71.0,Drama,tamil
